created_at,one_minutes,sent_score,sent_label,sadness,joy,fear,disgust,anger,count
6/23/2020 15:39,10,-0.805513,negative,0.360569,0.083847,0.059863,0.039414,0.49124,1
6/23/2020 15:39,10,-0.718673,negative,0.180705,0.007835,0.626312,0.302248,0.228852,1
6/23/2020 15:39,10,0.764941,positive,0.244299,0.579637,0.09614,0.022188,0.025418,1
6/23/2020 15:39,10,-0.838265,negative,0.050453,0.613516,0.031569,0.124172,0.25336,1
6/23/2020 15:39,10,0,neutral,0.120051,0.173358,0.057499,0.087911,0.10613,1
6/23/2020 15:39,10,0.59511,positive,0.204664,0.631215,0.107246,0.016504,0.027229,1
6/23/2020 15:39,10,-0.964904,negative,0.828493,0.005518,0.07414,0.061373,0.281347,1
6/23/2020 15:39,10,0.96079,positive,0.154358,0.197985,0.081486,0.066384,0.099183,1
6/23/2020 15:39,10,-0.594497,negative,0.429857,0.122524,0.16153,0.125961,0.178671,1
6/23/2020 15:40,10,-0.805513,negative,0.360569,0.083847,0.059863,0.039414,0.49124,1
6/23/2020 15:40,10,-0.594497,negative,0.429857,0.122524,0.16153,0.125961,0.178671,1
6/23/2020 15:40,10,0,neutral,0.34095,0.018842,0.204961,0.514577,0.234927,1
6/23/2020 15:40,10,0.651346,positive,0.379864,0.421237,0.189954,0.003571,0.119284,1
6/23/2020 15:40,10,-0.928041,negative,0.76149,0.025265,0.244879,0.027848,0.125228,1
6/23/2020 15:40,10,0.747583,positive,0.056332,0.67214,0.119587,0.020642,0.01731,1
6/23/2020 15:40,10,-0.946982,negative,0.147522,0.219981,0.124908,0.075972,0.095939,1
6/23/2020 15:40,10,0.6792,positive,0.090116,0.749305,0.041559,0.016483,0.016524,1
6/23/2020 15:40,10,-0.988914,negative,0.432526,0.004963,0.245516,0.50467,0.176253,1
6/23/2020 15:40,10,-0.768136,negative,0.240307,0.061735,0.013619,0.026238,0.050436,1
6/23/2020 15:40,10,-0.745271,negative,0.141719,0.191139,0.08519,0.078108,0.091797,1
6/23/2020 15:40,10,0.733958,positive,0.115993,0.371113,0.059195,0.047914,0.048388,1
6/23/2020 15:40,10,0.951582,positive,0.035905,0.789465,0.071578,0.02703,0.016753,1
